2026-08-18 21:49:11,697 | INFO | src.embedders.embedding_generator | Loading embedding model: all-MiniLM-L6-v2
2026-08-18 21:54:33,380 | INFO | src.enrichers.document_enricher | Enriching document (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b)
2026-08-18 21:54:33,380 | INFO | src.enrichers.document_enricher | Enrichment completed (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b, words=590, chars=3756, quality=1.00)
2026-08-18 21:54:33,381 | INFO | src.storage.jsonl_store | Saving object to data/raw/documents.jsonl
2026-08-18 21:54:33,381 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:33,381 | INFO | src.pipelines.dataset_pipeline | Saved document (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b, title='Runnable Python Docs: Input & Print | Coddy')
2026-08-18 21:54:33,383 | INFO | src.chunkers.document_chunker | Starting chunking for document (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b)
2026-08-18 21:54:33,383 | INFO | src.chunkers.document_chunker | Chunking completed (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b, chunks=19)
2026-08-18 21:54:33,383 | INFO | src.storage.jsonl_store | Saving 19 objects
2026-08-18 21:54:33,383 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-18 21:54:33,384 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:33,384 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-18 21:54:33,385 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:33,385 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-18 21:54:33,385 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:33,386 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-18 21:54:33,386 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:33,386 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-18 21:54:33,387 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:33,387 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-18 21:54:33,388 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:33,388 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-18 21:54:33,388 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:33,388 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-18 21:54:33,390 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:33,390 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-18 21:54:33,391 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:33,391 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-18 21:54:33,392 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:33,392 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-18 21:54:33,393 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:33,393 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-18 21:54:33,396 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:33,397 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-18 21:54:33,398 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:33,399 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-18 21:54:33,400 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:33,400 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-18 21:54:33,400 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:33,400 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-18 21:54:33,402 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:33,402 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-18 21:54:33,403 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:33,403 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-18 21:54:33,403 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:33,403 | INFO | src.storage.jsonl_store | Saving object to data/processed/chunks.jsonl
2026-08-18 21:54:33,404 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:33,404 | INFO | src.storage.jsonl_store | Finished saving 19 objects
2026-08-18 21:54:33,404 | INFO | src.pipelines.dataset_pipeline | chunk Length=19
2026-08-18 21:54:33,404 | INFO | src.embedders.embedding_generator | Loading embedding model: all-MiniLM-L6-v2
2026-08-18 21:54:33,406 | INFO | sentence_transformers.base.model | No device provided, using cpu
2026-08-18 21:54:33,712 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/modules.json "HTTP/1.1 307 Temporary Redirect"
2026-08-18 21:54:33,776 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/modules.json "HTTP/1.1 200 OK"
2026-08-18 21:54:34,102 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config_sentence_transformers.json "HTTP/1.1 307 Temporary Redirect"
2026-08-18 21:54:34,177 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/config_sentence_transformers.json "HTTP/1.1 200 OK"
2026-08-18 21:54:34,179 | INFO | sentence_transformers.base.model | Loading SentenceTransformer model from sentence-transformers/all-MiniLM-L6-v2.
2026-08-18 21:54:34,491 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config_sentence_transformers.json "HTTP/1.1 307 Temporary Redirect"
2026-08-18 21:54:34,548 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/config_sentence_transformers.json "HTTP/1.1 200 OK"
2026-08-18 21:54:34,860 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
2026-08-18 21:54:34,924 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/README.md "HTTP/1.1 200 OK"
2026-08-18 21:54:35,246 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/modules.json "HTTP/1.1 307 Temporary Redirect"
2026-08-18 21:54:35,320 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/modules.json "HTTP/1.1 200 OK"
2026-08-18 21:54:35,646 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/sentence_bert_config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-18 21:54:35,754 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/sentence_bert_config.json "HTTP/1.1 200 OK"
2026-08-18 21:54:36,100 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/adapter_config.json "HTTP/1.1 404 Not Found"
2026-08-18 21:54:36,447 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-18 21:54:36,545 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/config.json "HTTP/1.1 200 OK"
2026-08-18 21:54:36,962 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/processor_config.json "HTTP/1.1 404 Not Found"
2026-08-18 21:54:37,274 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-08-18 21:54:37,612 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/video_preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-08-18 21:54:37,920 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-08-18 21:54:38,255 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-18 21:54:38,330 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/tokenizer_config.json "HTTP/1.1 200 OK"
2026-08-18 21:54:38,704 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-18 21:54:38,780 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/config.json "HTTP/1.1 200 OK"
2026-08-18 21:54:39,212 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-18 21:54:39,309 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/config.json "HTTP/1.1 200 OK"
2026-08-18 21:54:39,944 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-18 21:54:40,156 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/tokenizer_config.json "HTTP/1.1 200 OK"
2026-08-18 21:54:40,640 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
2026-08-18 21:54:41,203 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-08-18 21:54:41,577 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/1_Pooling/config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-18 21:54:41,707 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/1_Pooling%2Fconfig.json "HTTP/1.1 200 OK"
2026-08-18 21:54:42,080 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2 "HTTP/1.1 200 OK"
2026-08-18 21:54:42,085 | INFO | src.embedders.embedding_generator | Embedding model loaded successfully
2026-08-18 21:54:42,085 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b_chunk_1)
2026-08-18 21:54:42,158 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-18 21:54:42,160 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:42,160 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b_chunk_2)
2026-08-18 21:54:42,184 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-18 21:54:42,189 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:42,189 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b_chunk_3)
2026-08-18 21:54:42,220 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-18 21:54:42,220 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:42,220 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b_chunk_4)
2026-08-18 21:54:42,253 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-18 21:54:42,255 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:42,255 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b_chunk_5)
2026-08-18 21:54:42,285 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-18 21:54:42,285 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:42,285 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b_chunk_6)
2026-08-18 21:54:42,315 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-18 21:54:42,320 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:42,320 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b_chunk_7)
2026-08-18 21:54:42,352 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-18 21:54:42,352 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:42,355 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b_chunk_8)
2026-08-18 21:54:42,380 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-18 21:54:42,380 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:42,385 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b_chunk_9)
2026-08-18 21:54:42,428 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-18 21:54:42,431 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:42,431 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b_chunk_10)
2026-08-18 21:54:42,471 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-18 21:54:42,472 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:42,472 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b_chunk_11)
2026-08-18 21:54:42,514 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-18 21:54:42,515 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:42,515 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b_chunk_12)
2026-08-18 21:54:42,548 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-18 21:54:42,551 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:42,552 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b_chunk_13)
2026-08-18 21:54:42,582 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-18 21:54:42,584 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:42,584 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b_chunk_14)
2026-08-18 21:54:42,617 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-18 21:54:42,620 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:42,622 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b_chunk_15)
2026-08-18 21:54:42,644 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-18 21:54:42,644 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:42,650 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b_chunk_16)
2026-08-18 21:54:42,670 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-18 21:54:42,675 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:42,677 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b_chunk_17)
2026-08-18 21:54:42,701 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-18 21:54:42,701 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:42,701 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b_chunk_18)
2026-08-18 21:54:42,763 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-18 21:54:42,767 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:42,770 | INFO | src.embedders.embedding_generator | Generating embedding for chunk (id=b28dfede-a4e7-461c-bfb8-d2cb2571412b_chunk_19)
2026-08-18 21:54:42,972 | INFO | src.storage.jsonl_store | Saving object to data/processed/embeddings.jsonl
2026-08-18 21:54:42,978 | INFO | src.storage.jsonl_store | Object saved successfully
2026-08-18 21:54:42,978 | INFO | src.pipelines.dataset_pipeline | embedding Length=19
2026-08-18 22:14:29,672 | INFO | src.embedders.embedding_generator | Loading embedding model: all-MiniLM-L6-v2
2026-08-18 22:14:29,677 | INFO | sentence_transformers.base.model | No device provided, using cpu
2026-08-18 22:14:30,210 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/modules.json "HTTP/1.1 307 Temporary Redirect"
2026-08-18 22:14:30,212 | WARNING | huggingface_hub.utils._http | Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
2026-08-18 22:14:30,282 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/modules.json "HTTP/1.1 200 OK"
2026-08-18 22:14:30,597 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config_sentence_transformers.json "HTTP/1.1 307 Temporary Redirect"
2026-08-18 22:14:30,658 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/config_sentence_transformers.json "HTTP/1.1 200 OK"
2026-08-18 22:14:30,670 | INFO | sentence_transformers.base.model | Loading SentenceTransformer model from sentence-transformers/all-MiniLM-L6-v2.
2026-08-18 22:14:30,960 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config_sentence_transformers.json "HTTP/1.1 307 Temporary Redirect"
2026-08-18 22:14:31,027 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/config_sentence_transformers.json "HTTP/1.1 200 OK"
2026-08-18 22:14:31,324 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
2026-08-18 22:14:31,383 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/README.md "HTTP/1.1 200 OK"
2026-08-18 22:14:31,682 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/modules.json "HTTP/1.1 307 Temporary Redirect"
2026-08-18 22:14:31,740 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/modules.json "HTTP/1.1 200 OK"
2026-08-18 22:14:32,032 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/sentence_bert_config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-18 22:14:32,089 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/sentence_bert_config.json "HTTP/1.1 200 OK"
2026-08-18 22:14:32,415 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/adapter_config.json "HTTP/1.1 404 Not Found"
2026-08-18 22:14:32,709 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-18 22:14:32,773 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/config.json "HTTP/1.1 200 OK"
2026-08-18 22:14:33,363 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/processor_config.json "HTTP/1.1 404 Not Found"
2026-08-18 22:14:33,652 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-08-18 22:14:33,931 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/video_preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-08-18 22:14:34,223 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-08-18 22:14:34,521 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-18 22:14:34,583 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/tokenizer_config.json "HTTP/1.1 200 OK"
2026-08-18 22:14:34,887 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-18 22:14:34,972 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/config.json "HTTP/1.1 200 OK"
2026-08-18 22:14:35,277 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-18 22:14:35,333 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/config.json "HTTP/1.1 200 OK"
2026-08-18 22:14:35,715 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-18 22:14:35,811 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/tokenizer_config.json "HTTP/1.1 200 OK"
2026-08-18 22:14:36,144 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
2026-08-18 22:14:36,443 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-08-18 22:14:36,852 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/1_Pooling/config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-18 22:14:36,914 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/1_Pooling%2Fconfig.json "HTTP/1.1 200 OK"
2026-08-18 22:14:37,205 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/sentence-transformers/all-MiniLM-L6-v2 "HTTP/1.1 200 OK"
2026-08-18 22:14:37,216 | INFO | src.embedders.embedding_generator | Embedding model loaded successfully
2026-08-18 22:14:43,358 | INFO | src.pipelines.dataset_pipeline | Processing URL: https://docs.python.org/3/tutorial/
2026-08-18 22:14:43,358 | INFO | src.collectors.docs_collector | Collecting document from https://docs.python.org/3/tutorial/
2026-08-18 22:14:43,522 | INFO | src.collectors.docs_collector | Successfully downloaded page
2026-08-18 22:14:43,560 | INFO | src.collectors.docs_collector | Document created successfully (id=65afd3d0-66a3-4a2a-b258-bff97fd1ddef)
2026-08-18 22:14:43,562 | INFO | src.cleaners.document_cleaner | Cleaning document (id=65afd3d0-66a3-4a2a-b258-bff97fd1ddef)
2026-08-18 22:14:43,562 | INFO | src.cleaners.document_cleaner | Finished cleaning document (id=65afd3d0-66a3-4a2a-b258-bff97fd1ddef)
2026-08-18 22:14:43,562 | INFO | src.validator.document_validator | Validating document (id=65afd3d0-66a3-4a2a-b258-bff97fd1ddef)
2026-08-18 22:14:43,562 | INFO | src.enrichers.document_enricher | Enriching document (id=65afd3d0-66a3-4a2a-b258-bff97fd1ddef)
2026-08-18 22:14:43,562 | INFO | src.enrichers.document_enricher | Enrichment completed (id=65afd3d0-66a3-4a2a-b258-bff97fd1ddef, words=362, chars=2293, quality=0.50)
2026-08-18 22:14:43,562 | INFO | src.storage.jsonl_store | Saving object to data/raw/documents.jsonl
